,author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
826,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098438/,Москва,sale,flat,16,24,1,41.0,-1,0,10300000,Косино-Ухтомский,Лухмановская ,11,Лухмановская,
827,ID 273710,homeowner,https://www.cian.ru/sale/flat/301551837/,Москва,sale,flat,9,15,1,40.0,-1,0,10290000,, Гренадерская,9к1,Ольховая,"Новые Ватутинки, мкр. Десна"
828,Светлана Вождаева,realtor,https://www.cian.ru/sale/flat/301566166/,Москва,sale,flat,9,9,1,32.8,-1,0,10400000,Бабушкинский, Искры,9,Бабушкинская,
829,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300152994/,Москва,sale,flat,7,17,1,39.4,-1,0,10400000,, Лазурная,16,Коммунарка,Коммунарка
830,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/301488899/,Москва,sale,flat,5,9,1,34.9,-1,0,10399000,Северный,9-я Северная линия,11К1,Физтех,
831,Владис,real_estate_agent,https://www.cian.ru/sale/flat/301137645/,Москва,sale,flat,1,12,1,35.2,-1,0,10400000,Царицыно,Ереванская ,28К2,Царицыно,
832,MDco,real_estate_agent,https://www.cian.ru/sale/flat/298701457/,Москва,sale,flat,1,12,1,39.1,-1,0,10400000,Кузьминки,Юго-Восточный ао,к3,Кузьминки,
833,Андрей Шапцев,realtor,https://www.cian.ru/sale/flat/300670075/,Москва,sale,flat,11,12,1,35.2,-1,0,10350000,Нагорный,Ялтинская ,11,Чертановская,
834,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098600/,Москва,sale,flat,23,24,1,45.0,-1,0,10500000,Косино-Ухтомский,Лухмановская ,11,Лухмановская,
835,CENTURY 21 Milestone,real_estate_agent,https://www.cian.ru/sale/flat/300839433/,Москва,sale,flat,4,5,1,30.8,-1,0,10500000,Царицыно,Кавказский бульвар,44К3,Кантемировская,
836,Сити Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/293907365/,Москва,sale,flat,10,18,1,32.0,-1,0,10500000,Останкинский,Березовая аллея,19к2,Ботанический сад,Апарт-комплекс Легендарный квартал
837,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/300693446/,Москва,sale,flat,2,17,1,37.5,-1,0,10500000,Косино-Ухтомский,Лухмановская ,17,Лухмановская,
838,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153492/,Москва,sale,flat,3,17,1,37.5,-1,0,10500000,, Бориса Пастернака,49,Мичуринец,
839,БЕСТ на Проспекте Мира,real_estate_agent,https://www.cian.ru/sale/flat/300150011/,Москва,sale,flat,6,9,1,34.5,-1,0,10500000,Орехово-Борисово Северное,Ореховый бульвар,7К1,Домодедовская,
840,Равиля Минуллина,realtor,https://www.cian.ru/sale/flat/298191085/,Москва,sale,flat,7,12,1,37.0,-1,0,10490000,Бабушкинский, Коминтерна,18/5,Бабушкинская,
841,Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/299560983/,Москва,sale,flat,3,9,1,32.9,-1,0,10500000,Северное Тушино,Туристская ,24К2,Планерная,
842,Светлана Терехова,realtor,https://www.cian.ru/sale/flat/301445610/,Москва,sale,flat,8,12,1,32.0,-1,0,10500000,Кузьминки,Окская ,12К2,Кузьминки,
843,ID 74505345,realtor,https://www.cian.ru/sale/flat/300635008/,Москва,sale,flat,2,12,1,32.7,-1,0,10490000,Орехово-Борисово Северное,Ореховый бульвар,21к1,Домодедовская,
844,ID 525115,unknown,https://www.cian.ru/sale/flat/298245633/,Москва,sale,flat,3,17,1,37.7,-1,0,10600000,Митино,Митинская ,52,Пятницкое шоссе,
845,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301160188/,Москва,sale,flat,5,18,1,40.0,-1,0,10699000,Бирюлево Восточное,6-я Радиальная ,7/6к3,Царицыно,Царицыно-2
846,Ключи,real_estate_agent,https://www.cian.ru/sale/flat/298208285/,Москва,sale,flat,15,17,1,37.0,-1,0,10700000,Южное Медведково,проезд Шокальского,3к1,Бабушкинская,
847,Навигатор,real_estate_agent,https://www.cian.ru/sale/flat/300188888/,Москва,sale,flat,8,9,1,33.0,-1,0,10700000,Бибирево, Коненкова,21А,Алтуфьево,
848,Ирина Батюченко,realtor,https://www.cian.ru/sale/flat/301061093/,Москва,sale,flat,16,17,1,38.0,-1,0,10650000,Марьино, Маршала Голованова,13,Марьино,
849,КОНСТАНТА,real_estate_agent,https://www.cian.ru/sale/flat/300680269/,Москва,sale,flat,15,17,1,38.5,-1,0,10750000,, Бианки,5к1,Рассказовка,Город-парк Первый Московский
850,Качанова и партнеры,real_estate_agent,https://www.cian.ru/sale/flat/299543766/,Москва,sale,flat,19,22,1,38.5,-1,0,10800000,Можайский,Беловежская ,83,Сетунь,
851,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098420/,Москва,sale,flat,19,22,1,36.4,-1,0,10799999,Орехово-Борисово Северное,Борисовский проезд,20,Шипиловская,
852,ID 12258858,homeowner,https://www.cian.ru/sale/flat/270807138/,Москва,sale,flat,2,6,1,32.3,-1,0,10850000,Коптево,1-й Новомихалковский проезд,14,Коптево,
853,Галина Мартынова,realtor,https://www.cian.ru/sale/flat/293999939/,Москва,sale,flat,12,22,1,35.0,-1,0,10800000,, Картмазовские Пруды,2к2,Саларьево,Филатов луг
854,ID 114738614,homeowner,https://www.cian.ru/sale/flat/300121348/,Москва,sale,flat,2,5,1,36.1,-1,0,10800000,Соколиная гора, 9-я Соколиной Горы,13,Соколиная гора,
855,CENTURY 21 Перспектива,real_estate_agent,https://www.cian.ru/sale/flat/301295481/,Москва,sale,flat,17,17,1,37.7,-1,0,10900000,Некрасовка,2-я Вольская ,24,Некрасовка,
856,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/299893982/,Москва,sale,flat,2,10,1,31.0,-1,0,10990000,Раменки,3-й Сетуньский проезд,3,Поклонная,
857,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153046/,Москва,sale,flat,13,14,1,38.9,-1,0,10999000,Очаково-Матвеевское,Нежинская ,15К4,Матвеевская,
858,ID 69097930,realtor,https://www.cian.ru/sale/flat/301714802/,Москва,sale,flat,5,12,1,37.5,-1,0,10950000,Северное Медведково,проезд Шокальского,17,Медведково,
859,ID 10543528,homeowner,https://www.cian.ru/sale/flat/301508974/,Москва,sale,flat,6,9,1,29.9,-1,0,10950000,Преображенское,Большая Черкизовская ,5К1,Преображенская площадь,
860,ID 184258,unknown,https://www.cian.ru/sale/flat/297892200/,Москва,sale,flat,5,16,1,39.2,-1,0,10990000,,бульвар Скандинавский,1к1,Коммунарка,Москва А101
861,Владис,real_estate_agent,https://www.cian.ru/sale/flat/299098702/,Москва,sale,flat,2,12,1,35.4,-1,0,11000000,Текстильщики, Юных Ленинцев,8,Печатники,
862,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300838166/,Москва,sale,flat,2,12,1,42.1,-1,0,11000000,Южное Бутово,Чечерский проезд,56К1,Бунинская аллея,
863,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/300191397/,Москва,sale,flat,3,9,1,32.0,-1,0,11000000,Донской,Севастопольский проспект,7К3,Крымская,
864,ID 198695,unknown,https://www.cian.ru/sale/flat/300248961/,Москва,sale,flat,4,12,1,39.0,-1,0,11000000,Марьино,Луговой проезд,7,Марьино,
865,ID 56887491,unknown,https://www.cian.ru/sale/flat/293783040/,Москва,sale,flat,2,14,1,32.5,-1,0,11000000,Орехово-Борисово Южное,Каширское шоссе,65к3,Домодедовская,Ясный
866,Центральный Департамент Недвижимости,real_estate_agent,https://www.cian.ru/sale/flat/301369101/,Москва,sale,flat,12,12,1,35.0,-1,0,11100000,Зюзино,Большая Юшуньская ,16,Каховская,
867,ID 82989209,homeowner,https://www.cian.ru/sale/flat/299676688/,Москва,sale,flat,2,14,1,38.7,-1,0,11150000,Марьино,Новочеркасский бульвар,36,Марьино,
868,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/298549786/,Москва,sale,flat,5,5,1,30.6,-1,0,11200000,Сокольники, Стромынка,14К1,Сокольники,
869,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/295373032/,Москва,sale,flat,2,12,1,38.0,-1,0,11249999,Филевский парк,Филевский бульвар,8к1,Шелепиха,
870,ID 107806288,homeowner,https://www.cian.ru/sale/flat/300749553/,Москва,sale,flat,13,19,1,41.2,-1,0,11200000,Северный,Дмитровское шоссе,169К7,Физтех,На Дмитровском 169
871,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299944351/,Москва,sale,flat,10,17,1,38.1,-1,0,11400000,Москворечье-Сабурово,Кантемировская ,18К2,Кантемировская,
872,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301167819/,Москва,sale,flat,12,12,1,36.0,-1,0,11300000,Измайлово,Измайловский проезд,14К2,Измайловская,
873,Классика,real_estate_agent,https://www.cian.ru/sale/flat/294166690/,Москва,sale,flat,14,16,1,38.2,-1,0,11400000,Метрогородок,Открытое шоссе,17К1,Бульвар Рокоссовского,
874,ID 1349164,unknown,https://www.cian.ru/sale/flat/300528636/,Москва,sale,flat,5,12,1,38.9,-1,0,11400000,Чертаново Южное,Россошанский проезд,8К2,Улица Академика Янгеля,
875,ID 112611111,homeowner,https://www.cian.ru/sale/flat/301355980/,Москва,sale,flat,16,22,1,39.4,-1,0,11350000,Марьино, Верхние Поля,28,Братиславская,
876,ID 109035913,homeowner,https://www.cian.ru/sale/flat/300599193/,Москва,sale,flat,2,16,1,40.3,-1,0,11350000,, Эдварда Грига,16к2,Бульвар Адмирала Ушакова,Скандинавия
877,ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/279367183/,Москва,sale,flat,16,22,1,38.1,-1,0,11500000,Северный,Челобитьевское шоссе,14к3,Марк,
878,Isaev Estate,real_estate_agent,https://www.cian.ru/sale/flat/301127474/,Москва,sale,flat,4,16,1,36.1,-1,0,11500000,Можайский,Рябиновая ,4,Рабочий посёлок,
879,Миэль Офис на Юго-Западе,real_estate_agent,https://www.cian.ru/sale/flat/299987453/,Москва,sale,flat,13,14,1,37.7,-1,0,11500000,Чертаново Южное,Россошанская ,4К2,Красный Строитель,
880,Евгений Блинников,realtor,https://www.cian.ru/sale/flat/299147351/,Москва,sale,flat,3,8,1,31.0,-1,0,11500000,Таганский,Нижегородская ,9А,Римская,
881,ID 515276,homeowner,https://www.cian.ru/sale/flat/300889823/,Москва,sale,flat,4,9,1,40.0,-1,0,11500000,Митино, Генерала Белобородова,35/2,Пенягино,
882,Наталья Санарова,realtor,https://www.cian.ru/sale/flat/301634983/,Москва,sale,flat,12,19,1,37.0,-1,0,11500000,, Бориса Пастернака,21,Рассказовка,
883,Ксения Краснокутская,realtor,https://www.cian.ru/sale/flat/301518197/,Москва,sale,flat,4,8,1,32.9,-1,0,11500000,Преображенское,Большая Черкизовская ,4К1,Преображенская площадь,
884,Владис,real_estate_agent,https://www.cian.ru/sale/flat/294398120/,Москва,sale,flat,6,12,1,35.0,-1,0,11600000,Зюзино,Перекопская ,1К1,Зюзино,
885,ID 22291618,homeowner,https://www.cian.ru/sale/flat/301382019/,Москва,sale,flat,14,22,1,34.0,-1,0,11649000,, Родниковая,30к1,Саларьево,Румянцево-Парк
886,ID 100119174,homeowner,https://www.cian.ru/sale/flat/300033689/,Москва,sale,flat,4,16,1,34.6,-1,0,11700000,Кунцево,Молодогвардейская ,36К6,Молодёжная,
887,Лилия Селиванова,realtor,https://www.cian.ru/sale/flat/298622054/,Москва,sale,flat,3,9,1,32.0,-1,0,11850000,Даниловский,Крутицкая набережная,25,Автозаводская,
888,OPN PARTNER,real_estate_agent,https://www.cian.ru/sale/flat/301626693/,Москва,sale,flat,14,25,1,37.0,-1,0,11900000,, Никитина,11к5,Рассказовка,Город-парк Первый Московский
889,ГОРОБМЕН,real_estate_agent,https://www.cian.ru/sale/flat/299564815/,Москва,sale,flat,3,12,1,33.12,-1,0,11900000,Хорошево-Мневники, Народного Ополчения,28К2,Народное Ополчение,
890,Владис,real_estate_agent,https://www.cian.ru/sale/flat/300153245/,Москва,sale,flat,5,12,1,40.2,-1,0,11900000,Восточное Дегунино,Дубнинская ,24К2,Бескудниково,
